session_id,timestamp,item_id,price,quantity
421939,2014-04-01T06:54:07.212Z,214718392,1465,1
69166,2014-04-01T08:42:46.332Z,214581489,8375,1
69166,2014-04-01T08:42:46.388Z,214718255,941,1
69131,2014-04-05T11:09:06.677Z,214826872,523,1
69131,2014-04-05T11:09:06.930Z,214826837,627,1
69131,2014-04-05T11:09:06.984Z,214716902,1046,1
69131,2014-04-05T11:09:07.290Z,214826876,418,1
69131,2014-04-05T11:09:07.470Z,214820402,418,1
69466,2014-04-07T21:22:17.940Z,214753505,1151,1
69466,2014-04-07T21:22:17.973Z,214753507,523,1
69466,2014-04-07T21:22:18.026Z,214748300,2092,1
344909,2014-04-06T19:09:54.934Z,214820402,418,3
423328,2014-04-06T07:19:37.661Z,214832653,2617,1
423328,2014-04-06T07:19:37.794Z,214826608,313,1
423328,2014-04-06T07:19:38.040Z,214826700,418,1
423328,2014-04-06T07:19:38.083Z,214826801,523,2
423328,2014-04-06T07:19:38.144Z,214705745,3141,1
423328,2014-04-06T07:19:38.186Z,214838831,1778,1
344329,2014-04-03T07:09:21.294Z,214821277,1046,5
422969,2014-04-07T12:12:18.337Z,214639192,5235,1
202554,2014-04-06T10:26:54.896Z,214826955,1360,2
202554,2014-04-06T10:26:55.008Z,214826889,1046,2
202554,2014-04-06T10:26:55.066Z,214680371,8375,1
290784,2014-04-04T15:02:00.255Z,214548793,9424,1
290784,2014-04-04T15:03:50.123Z,214548793,9424,1
290784,2014-04-04T15:14:04.117Z,214548793,9424,1
290719,2014-04-02T12:19:20.199Z,214826810,1046,1
290719,2014-04-02T12:19:20.220Z,214821285,2092,2
290719,2014-04-02T12:19:20.299Z,214826705,2092,1
132818,2014-04-07T12:16:12.567Z,214826803,4188,2
289964,2014-04-07T07:53:02.331Z,214821277,1046,6
289964,2014-04-07T07:53:02.409Z,214821292,627,2
201604,2014-04-02T16:22:11.837Z,214743495,1046,1
201604,2014-04-02T16:22:11.888Z,214696948,627,1
201604,2014-04-02T16:22:11.940Z,214820402,418,1
201604,2014-04-02T16:22:11.984Z,214725532,523,1
201604,2014-04-02T16:22:12.035Z,214826627,523,2
412938,2014-04-05T15:03:35.461Z,214558331,4188,1
482579,2014-04-04T15:42:17.109Z,214601040,4711,1
79616,2014-04-05T15:45:18.961Z,214554510,2092,1
201097,2014-04-01T18:06:34.260Z,214827020,4188,1
201097,2014-04-01T18:06:34.311Z,214821272,418,2
201097,2014-04-01T18:06:34.362Z,214826955,1360,2
201097,2014-04-01T18:06:34.409Z,214821272,418,1
134176,2014-04-07T03:14:16.213Z,214547533,3141,1
409936,2014-04-04T15:55:07.225Z,214714757,941,2
80853,2014-04-01T17:42:41.355Z,214531329,2617,1
80853,2014-04-01T17:42:41.389Z,214587553,4188,1
80853,2014-04-01T17:42:41.808Z,214531329,2617,1
80853,2014-04-01T17:42:41.963Z,214587553,4188,1
479621,2014-04-01T19:07:52.938Z,214601040,4711,2
479621,2014-04-01T19:07:53.017Z,214601042,3141,2
479621,2014-04-01T19:08:22.832Z,214601040,4711,2
479621,2014-04-01T19:08:22.835Z,214601042,3141,2
80826,2014-04-05T10:44:37.208Z,214533026,2092,1
479678,2014-04-06T08:02:04.851Z,214826837,627,1
479678,2014-04-06T08:02:04.858Z,214828987,313,1
479678,2014-04-06T08:02:04.868Z,214826619,732,1
479678,2014-04-06T08:02:04.876Z,214826900,627,1
479678,2014-04-06T08:02:04.893Z,214826872,523,1
479678,2014-04-06T08:02:04.894Z,214826700,418,1
10624,2014-04-01T12:15:58.187Z,214586711,1570,4
357986,2014-04-06T13:19:46.035Z,214840483,1674,1
81359,2014-04-05T06:16:49.754Z,214821290,1046,10
481036,2014-04-01T08:00:36.986Z,214701812,3455,1
481138,2014-04-03T14:29:23.744Z,214709653,4188,1
481138,2014-04-03T14:29:23.773Z,214820192,1570,1
481138,2014-04-03T14:29:23.850Z,214706216,2617,1
133519,2014-04-01T15:40:53.020Z,214537967,14556,1
203217,2014-04-03T09:35:51.813Z,214819762,627,1
203217,2014-04-03T09:35:51.856Z,214819376,418,1
203217,2014-04-03T09:35:51.866Z,214827000,418,1
202843,2014-04-01T17:36:21.146Z,214696751,3664,1
11621,2014-04-03T21:16:30.359Z,214819526,1046,1
11621,2014-04-03T21:16:30.759Z,214819535,523,1
13132,2014-04-06T09:51:43.759Z,214821292,627,4
13132,2014-04-06T09:51:43.763Z,214821290,1046,1
12867,2014-04-04T09:09:37.439Z,214835900,12462,1
198406,2014-04-06T08:43:21.475Z,214827007,837,1
198406,2014-04-06T08:43:21.567Z,214827000,418,2
198406,2014-04-06T08:43:21.571Z,214834865,523,2
198406,2014-04-06T08:43:21.610Z,214827005,627,1
198559,2014-04-06T16:25:04.847Z,214827022,5235,1
294216,2014-04-07T12:05:29.414Z,214821386,837,1
74542,2014-04-07T06:21:39.192Z,214550259,26075,1
74542,2014-04-07T06:21:44.228Z,214550259,26075,1
75394,2014-04-06T16:02:31.051Z,214587435,3559,1
413729,2014-04-05T18:02:37.504Z,214820441,627,1
413729,2014-04-05T18:02:37.558Z,214826897,5235,1
199802,2014-04-06T17:34:22.954Z,214577495,575,3
199802,2014-04-06T17:34:22.966Z,214595017,418,3
199696,2014-04-02T15:43:02.756Z,214820400,418,1
199696,2014-04-02T15:43:02.758Z,214819376,418,1
199696,2014-04-02T15:43:02.822Z,214820402,418,1
414329,2014-04-07T15:38:06.771Z,214839791,365,15
199664,2014-04-05T22:05:49.809Z,214826835,1674,2
15952,2014-04-03T18:10:23.368Z,214716932,4188,2
15512,2014-04-07T09:19:57.165Z,214819610,2092,1
137738,2014-04-03T17:01:49.768Z,214717528,5235,1
264659,2014-04-05T18:13:44.334Z,214708305,3141,1
264659,2014-04-05T18:13:44.361Z,214819775,1046,1
87367,2014-04-04T18:56:09.204Z,214826612,523,1
335203,2014-04-02T19:20:43.958Z,214841640,7328,2
16963,2014-04-04T20:24:30.372Z,214838503,18745,1
157099,2014-04-02T21:52:22.455Z,214536189,3455,1
157099,2014-04-02T21:52:22.520Z,214536195,3664,1
157099,2014-04-02T21:52:22.689Z,214811758,418,1
473612,2014-04-06T19:39:24.536Z,214821290,1046,4
473612,2014-04-06T19:39:24.697Z,214826700,418,1
473612,2014-04-06T19:39:24.856Z,214821292,627,4
473612,2014-04-06T19:39:25.013Z,214826615,732,1
473612,2014-04-06T19:39:25.021Z,214664919,732,1
473612,2014-04-06T19:39:25.180Z,214753507,523,1
19631,2014-04-02T12:23:32.545Z,214601040,4711,1
158529,2014-04-03T06:43:22.893Z,214594678,8900,1
158529,2014-04-03T06:44:03.024Z,214594678,8900,1
403213,2014-04-01T11:30:24.537Z,214820261,4188,1
403213,2014-04-01T11:30:24.599Z,214820233,1465,1
403213,2014-04-01T11:30:24.747Z,214748336,1046,1
472117,2014-04-03T08:20:12.744Z,214717007,3350,2
472117,2014-04-03T08:20:13.062Z,214717007,3350,2
159259,2014-04-01T22:19:35.318Z,214811752,2092,1
89066,2014-04-05T20:39:06.208Z,214821390,941,2
471813,2014-04-03T08:49:25.075Z,214712402,3141,1
88423,2014-04-03T17:08:15.562Z,214716937,2198,1
229206,2014-04-01T13:14:08.801Z,214716939,2092,1
229206,2014-04-01T13:14:08.855Z,214716939,2408,1
229206,2014-04-01T13:14:08.903Z,214716984,3036,2
19032,2014-04-07T14:48:27.895Z,214821285,2092,1
19032,2014-04-07T14:48:27.950Z,214821277,1046,5
158928,2014-04-07T15:01:01.557Z,214820942,0,0
19383,2014-04-01T08:03:28.652Z,214716935,6177,1
19383,2014-04-01T08:05:23.541Z,214716935,6177,1
409532,2014-04-06T13:02:10.942Z,214510783,4711,1
470623,2014-04-04T21:57:45.580Z,214586711,1570,2
269096,2014-04-04T15:38:37.801Z,214821388,1570,1
269096,2014-04-04T15:38:37.803Z,214717888,2092,1
269096,2014-04-04T15:38:37.821Z,214821024,1570,1
470888,2014-04-02T10:40:16.423Z,214819772,2092,1
161689,2014-04-04T07:51:46.495Z,214826810,1046,1
222342,2014-04-02T21:25:35.370Z,214581489,8375,1
82919,2014-04-04T15:17:39.751Z,214701307,3664,1
330824,2014-04-02T20:57:33.598Z,214538488,13509,1
161016,2014-04-03T16:06:41.037Z,214716930,6177,1
469777,2014-04-06T16:27:11.040Z,214821290,1046,2
469777,2014-04-06T16:27:11.112Z,214821290,1046,1
469777,2014-04-06T16:27:11.185Z,214821277,1046,1
469777,2014-04-06T16:27:11.396Z,214548744,3141,1
469777,2014-04-06T16:27:11.437Z,214821292,627,1
82189,2014-04-06T15:59:37.359Z,214826835,1674,3
82189,2014-04-06T15:59:37.434Z,214826606,941,2
269894,2014-04-03T16:55:18.174Z,214537967,14556,1
266673,2014-04-01T11:08:59.335Z,214748282,376,2
266673,2014-04-01T11:08:59.395Z,214743350,1570,1
266673,2014-04-01T11:08:59.467Z,214821290,1046,6
266773,2014-04-02T16:17:01.936Z,214694289,2931,1
328183,2014-04-07T10:30:28.279Z,214839313,4188,1
328183,2014-04-07T10:30:28.329Z,214839999,523,1
224139,2014-04-05T12:16:57.917Z,214826816,1674,1
22818,2014-04-04T14:48:55.189Z,214832655,3455,2
22818,2014-04-04T14:50:38.297Z,214832655,3455,2
329707,2014-04-06T19:11:19.523Z,214826705,2092,2
329707,2014-04-06T19:11:19.539Z,214826608,313,2
329707,2014-04-06T19:11:19.556Z,214826801,523,1
405517,2014-04-04T21:12:35.219Z,214700885,3664,1
225031,2014-04-02T15:28:25.587Z,214708044,11624,1
225031,2014-04-02T15:31:21.914Z,214708044,11624,1
405537,2014-04-05T19:20:53.717Z,214820233,1465,1
405537,2014-04-05T19:20:53.760Z,214821290,1046,4
405537,2014-04-05T19:20:53.765Z,214820261,4188,1
147498,2014-04-03T05:28:53.298Z,214821013,1883,1
147498,2014-04-03T05:28:53.360Z,214559660,837,1
147498,2014-04-03T05:28:53.483Z,214821015,418,1
147516,2014-04-05T17:51:25.601Z,214829312,6282,1
466709,2014-04-06T06:52:53.677Z,214826955,1360,2
466709,2014-04-06T06:52:53.739Z,214826606,941,1
396919,2014-04-04T06:39:38.281Z,214819721,1046,1
396919,2014-04-04T06:39:38.309Z,214744535,2092,1
272802,2014-04-07T19:05:17.511Z,214700885,0,0
343274,2014-04-06T21:28:43.686Z,214716937,2198,1
343274,2014-04-06T21:28:43.690Z,214668761,2617,1
148973,2014-04-07T19:04:21.072Z,214821277,1046,1
218391,2014-04-01T17:39:20.959Z,214821028,4188,1
24842,2014-04-07T15:31:14.236Z,214821369,1046,3
24842,2014-04-07T15:31:14.274Z,214828987,313,1
28576,2014-04-01T19:33:11.051Z,214716971,1360,2
28576,2014-04-01T19:33:11.145Z,214716971,2092,2
98213,2014-04-02T19:16:46.929Z,214691255,837,1
463653,2014-04-02T10:58:23.748Z,214820261,4188,1
463653,2014-04-02T10:58:23.782Z,214534907,1778,1
463653,2014-04-02T10:58:23.841Z,214676945,2092,1
463653,2014-04-02T10:58:23.842Z,214526083,313,2
463653,2014-04-02T10:58:23.846Z,214541591,1465,1
151136,2014-04-01T17:52:13.881Z,214839313,4188,1
97038,2014-04-03T06:31:24.908Z,214718160,2092,1
97038,2014-04-03T06:31:37.976Z,214718160,2092,1
393756,2014-04-07T06:35:24.277Z,214585397,4188,1
151097,2014-04-06T17:34:50.818Z,214714715,4188,1
220463,2014-04-06T12:11:07.051Z,214826889,1046,1
220463,2014-04-06T12:11:07.089Z,214711307,523,1
220463,2014-04-06T12:11:07.092Z,214826893,627,2
462711,2014-04-05T12:10:46.339Z,214718160,2092,1
338632,2014-04-03T11:28:41.286Z,214507331,3141,1
338632,2014-04-03T11:29:06.245Z,214507331,3141,1
338632,2014-04-03T11:29:10.009Z,214507331,3141,1
91693,2014-04-05T06:50:58.489Z,214839313,4188,2
401157,2014-04-01T15:39:00.711Z,214712107,15603,4
29959,2014-04-03T17:46:44.452Z,214819481,1046,1
29701,2014-04-05T13:21:02.691Z,214706432,4188,1
29701,2014-04-05T13:21:02.708Z,214706460,10471,1
461471,2014-04-05T11:56:53.347Z,214537967,14556,1
152948,2014-04-01T16:50:41.093Z,214534704,9424,1
278396,2014-04-03T15:51:46.456Z,214819472,1360,1
278396,2014-04-03T15:51:46.572Z,214743350,1570,1
278219,2014-04-07T10:38:52.833Z,214832591,1570,2
278219,2014-04-07T10:38:52.901Z,214820441,627,1
90848,2014-04-07T15:59:36.336Z,214691396,1883,1
90848,2014-04-07T15:59:36.451Z,214691321,1883,1
90757,2014-04-06T11:24:29.582Z,214558331,4188,1
277862,2014-04-01T18:20:22.623Z,214587052,941,5
153277,2014-04-04T16:28:35.545Z,214748265,680,2
277584,2014-04-07T08:24:25.933Z,214716928,1778,2
277584,2014-04-07T08:24:25.981Z,214716928,2303,1
335881,2014-04-03T13:43:39.761Z,214821388,1570,1
275249,2014-04-03T19:17:30.144Z,214712242,627,1
275249,2014-04-03T19:17:30.156Z,214530710,11414,1
275249,2014-04-03T19:17:31.943Z,214712242,627,1
275249,2014-04-03T19:17:31.948Z,214530710,11414,1
275421,2014-04-04T21:25:11.953Z,214687642,1570,1
275421,2014-04-04T21:25:11.983Z,214557043,2617,1
460493,2014-04-03T13:58:32.578Z,214638474,83671,1
336208,2014-04-02T13:10:54.694Z,214684513,10471,1
153727,2014-04-03T18:25:27.707Z,214753507,575,1
153727,2014-04-03T18:25:27.761Z,214748291,2303,1
32503,2014-04-04T17:00:51.125Z,214587307,4502,1
154389,2014-04-07T06:59:26.898Z,214839313,4188,1
337113,2014-04-03T08:54:27.944Z,214539262,33929,1
31664,2014-04-02T19:11:03.618Z,214718390,680,6
275488,2014-04-04T13:40:29.056Z,214840762,29217,1
275488,2014-04-04T13:41:05.423Z,214840762,29217,1
275667,2014-04-06T09:49:13.922Z,214821277,1046,5
275667,2014-04-06T09:49:14.022Z,214821292,627,2
382908,2014-04-05T14:19:25.170Z,214536440,10471,1
35034,2014-04-02T19:32:42.746Z,214706147,3141,1
175619,2014-04-06T11:23:21.409Z,214826615,732,1
175619,2014-04-06T11:23:21.409Z,214826617,627,2
382836,2014-04-01T10:38:46.446Z,214820261,4188,2
245427,2014-04-01T15:40:16.369Z,214594680,12462,1
245386,2014-04-05T17:07:12.388Z,214826608,313,1
245386,2014-04-05T17:07:12.395Z,214826627,523,2
245386,2014-04-05T17:07:12.555Z,214826623,941,1
245386,2014-04-05T17:07:12.561Z,214826893,627,2
245386,2014-04-05T17:07:12.574Z,214826829,1360,2
245386,2014-04-05T17:07:12.633Z,214826715,732,1
313147,2014-04-07T18:07:19.591Z,214535094,0,0
36343,2014-04-06T09:31:03.881Z,214512611,9424,1
36343,2014-04-06T09:31:03.890Z,214514295,2617,1
243757,2014-04-05T06:28:55.883Z,214585633,1465,1
244113,2014-04-05T15:55:51.625Z,214725551,941,4
244113,2014-04-05T15:55:55.594Z,214725551,941,4
452081,2014-04-04T08:08:11.915Z,214826816,1674,1
452081,2014-04-04T08:08:11.995Z,214826891,1046,2
452081,2014-04-04T08:08:12.204Z,214826955,1360,2
451964,2014-04-03T19:35:48.312Z,214832557,2092,1
451964,2014-04-03T19:35:48.354Z,214819547,418,1
312012,2014-04-03T19:02:01.715Z,214829282,837,1
312012,2014-04-03T19:02:01.716Z,214820387,1046,1
103051,2014-04-06T16:06:54.717Z,214839313,4188,1
33264,2014-04-03T09:06:44.186Z,214639198,523,2
33264,2014-04-03T09:06:44.240Z,214692821,523,2
33264,2014-04-03T09:06:44.306Z,214508475,523,12
314439,2014-04-03T15:46:15.886Z,214746390,2408,1
452931,2014-04-05T21:14:38.171Z,214821285,2092,1
452931,2014-04-05T21:14:38.212Z,214826801,523,1
172659,2014-04-01T07:44:05.555Z,214839313,4188,1
172659,2014-04-01T07:44:05.593Z,214839997,523,1
383956,2014-04-02T13:35:00.118Z,214826623,941,1
383956,2014-04-02T13:35:00.123Z,214826625,732,1
383956,2014-04-02T13:35:00.157Z,214821292,627,2
383956,2014-04-02T13:35:00.169Z,214664919,732,1
383956,2014-04-02T13:35:00.202Z,214826623,941,2
313592,2014-04-06T18:02:06.375Z,214748293,3350,1
172711,2014-04-05T15:02:07.193Z,214717003,2931,2
242341,2014-04-05T17:31:11.497Z,214835900,12462,1
103587,2014-04-07T20:51:59.226Z,214748297,0,0
103587,2014-04-07T20:51:59.269Z,214753513,0,0
34406,2014-04-06T17:36:51.733Z,214826803,4188,1
34406,2014-04-06T17:36:51.797Z,214821277,1046,3
34406,2014-04-06T17:36:51.883Z,214821285,2092,2
383267,2014-04-06T10:46:43.244Z,214686086,10471,1
383267,2014-04-06T10:46:43.333Z,214685795,1046,1
383267,2014-04-06T10:46:43.522Z,214685621,1046,1
34311,2014-04-07T12:35:27.068Z,214706216,2617,1
101349,2014-04-02T14:36:33.043Z,214509041,26075,1
39936,2014-04-05T19:41:14.494Z,214820237,523,1
39936,2014-04-05T19:41:14.597Z,214820392,627,1
39936,2014-04-05T19:41:15.387Z,214826908,837,1
239694,2014-04-02T13:01:16.224Z,214717537,1046,1
377099,2014-04-01T17:16:29.482Z,214717005,2931,1
177776,2014-04-04T20:52:15.549Z,214819725,25028,1
177776,2014-04-04T20:52:15.598Z,214819809,2931,1
318659,2014-04-05T08:22:42.698Z,214841640,7328,1
380071,2014-04-03T19:20:08.799Z,214704182,9424,1
379162,2014-04-02T15:52:28.169Z,214586610,627,1
238388,2014-04-06T14:39:00.260Z,214744775,837,1
442836,2014-04-02T21:05:35.163Z,214587307,4188,1
112803,2014-04-07T09:34:46.552Z,214826925,837,1
112803,2014-04-07T09:34:46.611Z,214827007,837,1
112803,2014-04-07T09:34:46.637Z,214684841,418,1
321396,2014-04-01T16:25:20.463Z,214839313,4188,1
167906,2014-04-06T11:16:58.247Z,214711312,837,2
167906,2014-04-06T11:16:58.285Z,214826606,941,1
321012,2014-04-01T17:31:21.929Z,214826705,2092,1
321012,2014-04-01T17:31:22.175Z,214826897,5235,1
320708,2014-04-06T16:49:37.585Z,214684513,10471,1
443522,2014-04-05T19:57:25.361Z,214826801,523,1
443966,2014-04-02T19:21:21.166Z,214717003,2408,5
443966,2014-04-02T19:21:21.670Z,214821373,4188,1
165191,2014-04-05T06:13:19.896Z,214832657,2617,1
165191,2014-04-05T06:13:19.949Z,214832655,2408,1
41726,2014-04-06T14:17:32.571Z,214826715,732,1
41726,2014-04-06T14:17:32.576Z,214821277,1046,6
41726,2014-04-06T14:17:32.614Z,214826835,1674,1
234846,2014-04-06T19:54:31.078Z,214684730,1360,2
234846,2014-04-06T19:54:31.083Z,214711295,837,1
165473,2014-04-03T17:26:15.230Z,214709820,1674,1
112347,2014-04-04T07:10:25.907Z,214725532,575,1
112347,2014-04-04T07:10:25.940Z,214819430,470,1
112347,2014-04-04T07:10:25.960Z,214800268,1046,1
112321,2014-04-03T10:44:37.663Z,214601040,4711,1
445967,2014-04-03T19:36:33.745Z,214716984,2617,1
445967,2014-04-03T19:36:33.746Z,214716986,2617,2
392018,2014-04-03T17:41:48.453Z,214819490,5235,1
325364,2014-04-01T10:47:58.384Z,214835576,52255,1
325598,2014-04-06T18:00:37.031Z,214601040,4711,1
325598,2014-04-06T18:00:37.072Z,214664548,3141,1
324614,2014-04-03T12:47:34.293Z,214826705,2092,1
324614,2014-04-03T12:47:39.186Z,214826705,2092,1
386694,2014-04-01T07:33:15.003Z,214585100,10471,1
232067,2014-04-03T04:49:34.962Z,214748300,2303,1
232067,2014-04-03T04:49:36.458Z,214748300,2303,1
323743,2014-04-01T09:04:07.400Z,214567106,1883,1
48576,2014-04-07T13:32:04.218Z,214718197,3141,2
231216,2014-04-07T05:40:53.734Z,214820383,4188,2
327347,2014-04-06T12:18:33.250Z,214691467,1517,1
231063,2014-04-01T09:20:58.986Z,214684513,10471,1
107928,2014-04-03T13:27:23.109Z,214826810,1046,1
230011,2014-04-05T09:51:58.666Z,214826702,837,1
230011,2014-04-05T09:51:58.725Z,214826606,941,1
229781,2014-04-02T16:56:52.116Z,214716935,5759,1
229781,2014-04-02T16:56:52.189Z,214716930,5759,1
108043,2014-04-07T07:15:08.454Z,214748295,2092,1
108043,2014-04-07T07:15:08.473Z,214753507,523,1
435979,2014-04-07T14:47:23.091Z,214839654,5235,1
435979,2014-04-07T14:47:23.180Z,214839647,5235,1
436023,2014-04-07T06:25:02.107Z,214704180,9424,2
52801,2014-04-03T09:47:30.380Z,214718203,1360,1
190669,2014-04-02T11:55:50.215Z,214512425,10471,1
190669,2014-04-02T11:55:50.231Z,214691462,2092,1
190669,2014-04-02T11:55:50.259Z,214691321,1883,1
190669,2014-04-02T11:55:55.328Z,214691462,2092,1
190669,2014-04-02T11:55:55.331Z,214512425,10471,1
190669,2014-04-02T11:55:55.333Z,214691321,1883,1
190669,2014-04-02T11:56:20.548Z,214691321,1883,1
190669,2014-04-02T11:56:20.552Z,214691462,2092,1
190669,2014-04-02T11:56:20.553Z,214512425,10471,1
190669,2014-04-02T11:56:27.513Z,214512425,10471,1
190669,2014-04-02T11:56:27.517Z,214691321,1883,1
190669,2014-04-02T11:56:27.521Z,214691462,2092,1
121351,2014-04-06T14:38:59.058Z,214826955,1360,2
121351,2014-04-06T14:38:59.369Z,214826955,1360,2
261457,2014-04-02T14:45:14.129Z,214821020,732,1
365602,2014-04-04T18:46:08.496Z,214820387,1046,1
365602,2014-04-04T18:46:08.512Z,214821028,4188,1
434573,2014-04-02T17:52:59.337Z,214819376,418,5
121096,2014-04-05T18:10:44.001Z,214587810,1988,1
121096,2014-04-05T18:10:44.057Z,214696554,1674,1
50476,2014-04-05T12:27:46.913Z,214839643,3874,1
50476,2014-04-05T12:27:46.963Z,214833716,3141,1
189126,2014-04-07T10:51:12.704Z,214709645,1778,1
189126,2014-04-07T10:51:12.768Z,214820237,523,1
189126,2014-04-07T10:51:12.883Z,214705757,2092,1
297556,2014-04-05T09:48:01.653Z,214716982,3036,2
50723,2014-04-01T14:13:41.834Z,214594680,12462,1
437229,2014-04-06T20:18:21.460Z,214819762,627,1
437229,2014-04-06T20:18:21.461Z,214819760,627,1
259129,2014-04-06T07:27:37.281Z,214687839,20839,1
119573,2014-04-06T11:57:26.674Z,214839313,4188,2
368496,2014-04-01T12:05:09.437Z,214716671,470,1
368496,2014-04-01T12:05:09.455Z,214832657,3455,1
436546,2014-04-02T12:34:51.111Z,214821277,1046,4
436546,2014-04-02T12:34:51.139Z,214826700,418,1
49827,2014-04-06T09:10:19.542Z,214826606,941,1
260014,2014-04-04T16:35:11.778Z,214826627,523,1
260014,2014-04-04T16:35:11.783Z,214821279,1570,1
259912,2014-04-02T20:24:58.013Z,214664919,732,1
259912,2014-04-02T20:24:58.016Z,214718160,2092,1
259912,2014-04-02T20:24:58.064Z,214718169,2092,1
259912,2014-04-02T20:24:58.067Z,214821292,627,1
56653,2014-04-04T11:12:12.070Z,214716935,6177,1
56749,2014-04-03T16:37:54.104Z,214716982,2303,1
56749,2014-04-03T16:37:54.193Z,214716984,3036,2
257878,2014-04-06T14:47:57.607Z,214515834,36547,1
257878,2014-04-06T14:47:57.642Z,214718210,2303,1
257878,2014-04-06T14:47:57.660Z,214840419,3141,1
361792,2014-04-06T15:01:39.315Z,214826621,1046,1
361792,2014-04-06T15:01:39.382Z,214826612,523,1
361792,2014-04-06T15:01:39.513Z,214826615,732,1
54433,2014-04-05T13:12:05.684Z,214601040,4711,2
54433,2014-04-05T13:12:05.691Z,214601042,3141,2
54761,2014-04-03T18:53:00.301Z,214537967,14556,1
115993,2014-04-07T06:11:20.450Z,214820396,732,3
252502,2014-04-07T05:41:44.655Z,214839313,4188,1
